time_ps,comparison,error_isolated,max_abs_displacement_error_nm,rms_displacement_error_nm,max_abs_velocity_error_nm_per_ps,rms_velocity_error_nm_per_ps
0.09,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.9098517760207943e-05,2.064440096951295e-05,0.0005740240684619993,0.0004097677557896681
0.092,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.8604318467645266e-05,2.02455269550786e-05,0.0006135299916115791,0.00043655793192423593
0.094,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.805259067760902e-05,1.983622025284333e-05,0.0006526785890895101,0.00046334995518092784
0.096,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.7443698202188165e-05,1.942375851867462e-05,0.0006914105140415211,0.000490060323409367
0.098,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.677807337212422e-05,1.9016476616726252e-05,0.0007296670011850623,0.0005166144915919462
0.1,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.6056215711694163e-05,1.862383491783459e-05,0.0007673899472121493,0.0005429449300475718
0.10200000000000001,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.5278690525417334e-05,1.8256444650496835e-05,0.0008045219897887187,0.0005689897075167922
0.10400000000000001,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.444612740091362e-05,1.7926022671945665e-05,0.0008410065850323403,0.0005946914494409084
0.106,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.3559218632423183e-05,1.7645242931841508e-05,0.0008767880833513084,0.0006199965668710365
0.108,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.2618717569594313e-05,1.7427452181655825e-05,0.0009118118035466166,0.0006448546824488649
0.11,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.1625436896226605e-05,1.7286227866948482e-05,0.0009460241050447196,0.00066921820124003
0.112,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.1599260199948008e-05,1.723478062483077e-05,0.000979372458191588,0.0006930419890234681
0.114,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.252669772590839e-05,1.7285242141450718e-05,0.0010118055124807013,0.0007162831309857047
0.116,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.346706683672528e-05,1.7447923014340094e-05,0.001043273162635791,0.0007389007510608575
0.11800000000000001,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.4419370709008437e-05,1.7730657900442093e-05,0.0010737266124538833,0.0007608558773628752
0.12,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.5382567516300564e-05,1.8138357664415495e-05,0.0011031184363190435,0.0007821113428736956
0.122,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.6355571250159142e-05,1.867285138611656e-05,0.0011314026383143147,0.0008026317132704434
0.124,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.7337252619195364e-05,1.9333034899317485e-05,0.0011585347088470949,0.0008223832357456401
0.126,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.8326440025995255e-05,2.0115272952513093e-05,0.0011844716787225498,0.0008413338041418952
0.128,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,2.9321920621689138e-05,2.1013955990754126e-05,0.001209172170593166,0.0008594529368144876
0.13,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.032244143777934e-05,2.2022102535367648e-05,0.0012325964477261572,0.0008767117644587432
0.132,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.132671059466653e-05,2.3131918585424593e-05,0.0012547064600337138,0.0008930830257553418
0.134,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.233339858615096e-05,2.433526044105412e-05,0.0012754658873072658,0.0009085410691817029
0.136,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.334113963901681e-05,2.5623981441282094e-05,0.0012948401796300732,0.000923061859695691
0.138,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.434853314663244e-05,2.699016763011011e-05,0.0013127965948962206,0.0009366229892933794
0.14,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.535414517533131e-05,2.8426280567582854e-05,0.0013293042334262123,0.0009492036906807605
0.14200000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.6938110942205324e-05,2.9925229723603505e-05,0.0013443340696407818,0.0009607848534798986
0.14400000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,3.965382890376134e-05,3.148039563186551e-05,0.0013578589807780109,0.000971349042553302
0.146,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,4.23935364489824e-05,3.3085621218052394e-05,0.0013698537726105284,0.0009808805181371262
0.148,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,4.51541268533329e-05,3.4735184382014e-05,0.0013802952021752454,0.0009893652576243542
0.15,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,4.7932450848327084e-05,3.642376100339636e-05,0.0013891619974970917,0.0009967909788906287
0.152,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,5.072532059693935e-05,3.814638442317829e-05,0.0013964348743061294,0.0010031471651892835
0.154,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,5.352951369643529e-05,3.989840515685206e-05,0.0014020965497479679,0.001008425091693045
0.156,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,5.634177720262052e-05,4.1675452997332127e-05,0.001406131753092614,0.0010126178538552692
0.158,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,5.915883166957448e-05,4.347340260604565e-05,0.0014085272334769805,0.001015720397860688
0.16,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,6.197737519890358e-05,4.528834301894162e-05,0.0014092717646645506,0.0010177295534943363
0.162,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,6.479408749265631e-05,4.711655108941598e-05,0.0014083561468763647,0.0010186440698695264
0.164,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,6.760563390406822e-05,4.895446866219942e-05,0.0014057732057059513,0.001018464654557675
0.166,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,7.040866948038443e-05,5.079868315743787e-05,0.0014015177881580992,0.0010171940167569451
0.168,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,7.319984299208621e-05,5.2645911199203725e-05,0.001395586755850893,0.0010148369152857713
0.17,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,7.597580094293333e-05,5.44929849188673e-05,0.0013879789754235594,0.0010114002123140487
0.17200000000000001,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,7.873319155531685e-05,5.633684058277863e-05,0.0013786953061917552,0.0010068929339103574
0.17400000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,8.146866872554143e-05,5.8174509224070194e-05,0.0013677385851122853,0.001001326338686347
0.176,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,8.417889594376348e-05,6.000310899311041e-05,0.0013551136091110236,0.0009947139960212244
0.178,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,8.686055017342788e-05,6.18198389761798e-05,0.0013408271148321986,0.0009870718756198956
0.18,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,8.951032568520895e-05,6.362197426510688e-05,0.001324887755890531,0.0009784184504441956
0.182,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,9.21249378405091e-05,6.540686209076155e-05,0.001307306077650075,0.0009687748153886497
0.184,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,9.470112681985669e-05,6.717191886020073e-05,0.0012880944896737911,0.0009581648245104424
0.186,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,9.72356612915495e-05,6.891462796065914e-05,0.001267267235846404,0.0009466152500173934
0.188,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,9.972534201616642e-05,7.06325382139376e-05,0.001244840362308458,0.0009341559668067175
0.19,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00010216700538267977,7.232326288214293e-05,0.001220831683256679,0.0009208201668904632
0.192,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00010455752687203983,7.398447914061853e-05,0.001195260744680026,0.0009066446087226453
0.194,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00010689382444437501,7.561392794665716e-05,0.0011681487861675902,0.0008916699071977811
0.196,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00010917286184606526,7.720941424336223e-05,0.001139518700845124,0.0008759408708200335
0.198,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00011139165183314103,7.87688074472383e-05,0.0011093949935378836,0.0008595068933566903
0.2,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00011354725930764423,8.029004217594249e-05,0.0010778037372515988,0.0008424224080106968
0.202,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00011563680436383044,8.177111917935401e-05,0.0010447725280931033,0.0008247474127432328
0.20400000000000001,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00011765746524126323,8.321010644285838e-05,0.0010103304387163916,0.0008065480756050676
0.20600000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00011960648118199569,8.460514043666201e-05,0.0009745079703662313,0.0007878974286004971
0.20800000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.0001214811551893671,8.595442748930311e-05,0.0009459580618725871,0.0007688761573327871
0.21,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00012327885668601563,8.725624526717993e-05,0.0009360886316903058,0.0007495734907489237
0.212,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00012499702406900716,8.85089443452403e-05,0.0009255504709504286,0.0007300881901162335
0.214,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00012663316716015997,8.97109498568458e-05,0.0009143552136096911,0.0007105296275940589
0.216,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00012818486954984006,9.086076321341214e-05,0.0009025146929526467,0.0006910189310682947
0.218,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00012964979083274295,9.195696388676614e-05,0.0008900409218689995,0.0006716901514471431
0.22,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013102566873436292,9.299821124927954e-05,0.0008769460743593901,0.0006526913793741681
0.222,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013231032112708593,9.398324646883723e-05,0.0008632424683140197,0.0006341856985789418
0.224,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.0001335016479350271,9.491089445752555e-05,0.0008489425495826139,0.0006163518121233617
0.226,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013459763292696537,9.578006587470911e-05,0.0008340588773674273,0.000599384117551755
0.228,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.0001355963453969003,9.658975918684108e-05,0.0008186041109543227,0.0005834919440157591
0.23,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013649594173201478,9.73390627880519e-05,0.0008025909977950746,0.0005688976130336839
0.232,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013729466686796844,9.802715718716721e-05,0.0007860323629471366,0.0005558329685088949
0.234,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.000137990855631682,9.865331726848306e-05,0.0007689410998720433,0.0005445340741761157
0.23600000000000002,Backward Euler K=2 vs continuous K=2 Carleman,Time discretization,0.00013858293397197002,9.921691463528744e-05,0.0007513301625879723,0.0005352339336760087
